transaction_date,account,description,debit,credit,category,transaction_type,customer_vendor,payment_method,reference
13-Dec-23,Accounts Payable,Transaction 93251,142.48,142.48,Revenue,Purchase,Customer 47,Check,14878
21-Mar-23,Inventory,Transaction 93252,242.23,242.23,Asset,Transfer,Customer 80,Bank Transfer,68037
06-Jul-23,Cash,Transaction 93253,760.42,760.42,Liability,Sale,Customer 56,Check,81850
09-Dec-23,Accounts Payable,Transaction 93254,688.74,688.74,Liability,Expense,Customer 14,Check,57292
09-Jun-23,Accounts Payable,Transaction 93255,977.61,977.61,Expense,Purchase,Customer 54,Credit Card,94450
12-Mar-23,Cash,Transaction 93256,278.71,278.71,Asset,Expense,Customer 52,Credit Card,80877
25-Sep-23,Inventory,Transaction 93257,469.48,469.48,Expense,Sale,Customer 51,Bank Transfer,29300
15-Aug-23,Accounts Receivable,Transaction 93258,845.56,845.56,Asset,Transfer,Customer 23,Bank Transfer,92507
01-Oct-23,Accounts Payable,Transaction 93259,709.53,709.53,Revenue,Purchase,Customer 87,Bank Transfer,11048
10-Dec-23,Cash,Transaction 93260,418.04,418.04,Asset,Sale,Customer 31,Cash,79311
20-Feb-23,Accounts Payable,Transaction 93261,567.33,567.33,Liability,Purchase,Customer 97,Bank Transfer,79348
17-Dec-23,Accounts Receivable,Transaction 93262,692.4,692.4,Asset,Purchase,Customer 82,Bank Transfer,82954
12-Mar-23,Inventory,Transaction 93263,883.1,883.1,Liability,Transfer,Customer 4,Credit Card,35700
04-Jan-23,Accounts Receivable,Transaction 93264,830.24,830.24,Liability,Transfer,Customer 98,Check,48373
23-Oct-23,Accounts Receivable,Transaction 93265,472.05,472.05,Revenue,Purchase,Customer 93,Credit Card,87422
22-May-23,Cash,Transaction 93266,870.13,870.13,Expense,Sale,Customer 21,Cash,98145
20-Sep-23,Accounts Receivable,Transaction 93267,354.57,354.57,Liability,Purchase,Customer 67,Cash,58377
16-Oct-23,Inventory,Transaction 93268,977.06,977.06,Expense,Expense,Customer 6,Bank Transfer,25448
15-Oct-23,Accounts Receivable,Transaction 93269,991.66,991.66,Liability,Transfer,Customer 70,Check,43188
03-Jan-23,Cash,Transaction 93270,63.67,63.67,Revenue,Expense,Customer 100,Check,51431
23-Oct-23,Accounts Receivable,Transaction 93271,441.3,441.3,Asset,Sale,Customer 37,Check,23301
24-Mar-23,Accounts Receivable,Transaction 93272,183.13,183.13,Expense,Expense,Customer 61,Check,31424
15-Jun-23,Cash,Transaction 93273,884.34,884.34,Asset,Transfer,Customer 53,Credit Card,89339
11-Jul-23,Inventory,Transaction 93274,339.63,339.63,Liability,Sale,Customer 61,Cash,80943
27-Apr-23,Inventory,Transaction 93275,961.52,961.52,Asset,Sale,Customer 44,Check,44734
08-Sep-23,Inventory,Transaction 93276,759.14,759.14,Asset,Sale,Customer 26,Check,99064
16-Jun-23,Accounts Receivable,Transaction 93277,605.16,605.16,Revenue,Transfer,Customer 10,Check,35949
19-Jun-23,Accounts Receivable,Transaction 93278,314.3,314.3,Revenue,Transfer,Customer 98,Bank Transfer,36694
23-Mar-23,Cash,Transaction 93279,488.57,488.57,Expense,Purchase,Customer 25,Credit Card,24900
26-Jun-23,Accounts Payable,Transaction 93280,861.02,861.02,Expense,Sale,Customer 8,Credit Card,46718
19-Oct-23,Accounts Receivable,Transaction 93281,145.05,145.05,Liability,Sale,Customer 63,Cash,57490
15-Apr-23,Inventory,Transaction 93282,956.62,956.62,Revenue,Sale,Customer 39,Credit Card,17208
15-Apr-23,Inventory,Transaction 93283,909.77,909.77,Asset,Transfer,Customer 51,Bank Transfer,83139
13-Jan-23,Accounts Payable,Transaction 93284,997.95,997.95,Asset,Expense,Customer 69,Credit Card,92636
15-Dec-23,Accounts Receivable,Transaction 93285,799.43,799.43,Revenue,Expense,Customer 57,Cash,50565
15-Sep-23,Accounts Payable,Transaction 93286,735.18,735.18,Asset,Sale,Customer 15,Credit Card,66599
06-Jun-23,Accounts Payable,Transaction 93287,820.9,820.9,Revenue,Purchase,Customer 90,Cash,44790
03-Mar-23,Accounts Payable,Transaction 93288,599,599,Revenue,Transfer,Customer 25,Check,10710
19-Jun-23,Accounts Payable,Transaction 93289,885.93,885.93,Expense,Purchase,Customer 30,Bank Transfer,24871
05-Oct-23,Inventory,Transaction 93290,886.04,886.04,Liability,Purchase,Customer 1,Bank Transfer,88602
24-Sep-23,Accounts Payable,Transaction 93291,642.63,642.63,Expense,Purchase,Customer 75,Cash,19832
23-Mar-23,Accounts Payable,Transaction 93292,853.46,853.46,Expense,Transfer,Customer 94,Check,72853
22-Oct-23,Accounts Payable,Transaction 93293,670.82,670.82,Liability,Transfer,Customer 11,Cash,76750
26-Feb-23,Cash,Transaction 93294,664.3,664.3,Liability,Purchase,Customer 96,Bank Transfer,98766
02-Jul-23,Accounts Payable,Transaction 93295,866.11,866.11,Asset,Purchase,Customer 99,Bank Transfer,52304
07-Mar-23,Cash,Transaction 93296,769.56,769.56,Liability,Purchase,Customer 39,Credit Card,95886
10-Sep-23,Accounts Payable,Transaction 93297,746.17,746.17,Liability,Purchase,Customer 19,Credit Card,10594
05-Apr-23,Accounts Payable,Transaction 93298,647.61,647.61,Liability,Expense,Customer 78,Check,82810
09-Apr-23,Accounts Receivable,Transaction 93299,475.04,475.04,Asset,Sale,Customer 27,Cash,37950
09-Mar-23,Accounts Receivable,Transaction 93300,472.23,472.23,Asset,Transfer,Customer 83,Credit Card,25874
09-Jan-23,Accounts Payable,Transaction 93301,101.13,101.13,Expense,Purchase,Customer 57,Bank Transfer,98874
12-Jan-23,Cash,Transaction 93302,884.93,884.93,Expense,Sale,Customer 35,Cash,60689
09-Oct-23,Accounts Payable,Transaction 93303,927.48,927.48,Asset,Transfer,Customer 27,Cash,87759
08-Dec-23,Cash,Transaction 93304,295.4,295.4,Revenue,Purchase,Customer 83,Credit Card,15447
17-Nov-23,Accounts Receivable,Transaction 93305,435,435,Asset,Purchase,Customer 43,Credit Card,19650
08-Mar-23,Inventory,Transaction 93306,675.85,675.85,Expense,Purchase,Customer 27,Cash,61596
02-Aug-23,Accounts Payable,Transaction 93307,588.73,588.73,Expense,Sale,Customer 38,Bank Transfer,73913
24-Jul-23,Inventory,Transaction 93308,511.81,511.81,Expense,Sale,Customer 85,Cash,23347
09-Jan-23,Accounts Payable,Transaction 93309,515.12,515.12,Revenue,Purchase,Customer 5,Check,83073
01-Jul-23,Accounts Receivable,Transaction 93310,458.7,458.7,Revenue,Purchase,Customer 12,Bank Transfer,45012
20-Apr-23,Inventory,Transaction 93311,800.92,800.92,Revenue,Transfer,Customer 61,Credit Card,61484
24-Oct-23,Accounts Payable,Transaction 93312,698.92,698.92,Asset,Transfer,Customer 19,Credit Card,17441
11-Nov-23,Accounts Receivable,Transaction 93313,398.84,398.84,Revenue,Transfer,Customer 92,Bank Transfer,52612
13-Mar-23,Accounts Payable,Transaction 93314,991.38,991.38,Expense,Sale,Customer 26,Check,75598
01-Apr-23,Inventory,Transaction 93315,140.77,140.77,Revenue,Expense,Customer 31,Check,96766
13-Apr-23,Inventory,Transaction 93316,203.97,203.97,Liability,Purchase,Customer 12,Credit Card,60859
06-Aug-23,Accounts Payable,Transaction 93317,526.96,526.96,Asset,Expense,Customer 79,Cash,28835
11-Apr-23,Inventory,Transaction 93318,573.66,573.66,Liability,Sale,Customer 54,Credit Card,87987
19-May-23,Cash,Transaction 93319,782.41,782.41,Revenue,Expense,Customer 47,Credit Card,63227
03-May-23,Accounts Payable,Transaction 93320,605.61,605.61,Expense,Sale,Customer 46,Bank Transfer,43620
18-Aug-23,Inventory,Transaction 93321,499.38,499.38,Expense,Sale,Customer 29,Credit Card,93017
14-Jun-23,Cash,Transaction 93322,830.91,830.91,Asset,Expense,Customer 89,Credit Card,82988
11-Apr-23,Inventory,Transaction 93323,904.21,904.21,Expense,Expense,Customer 39,Credit Card,51942
05-Jul-23,Accounts Receivable,Transaction 93324,567.68,567.68,Revenue,Sale,Customer 57,Bank Transfer,96918
06-Sep-23,Cash,Transaction 93325,213.12,213.12,Revenue,Sale,Customer 16,Cash,99879
09-Jun-23,Cash,Transaction 93326,972.69,972.69,Revenue,Transfer,Customer 27,Cash,32251
18-Jun-23,Accounts Receivable,Transaction 93327,916.16,916.16,Revenue,Purchase,Customer 9,Bank Transfer,59855
11-Jul-23,Inventory,Transaction 93328,804.46,804.46,Revenue,Purchase,Customer 42,Bank Transfer,38023
28-Nov-23,Inventory,Transaction 93329,662.41,662.41,Revenue,Transfer,Customer 45,Credit Card,58678
26-Sep-23,Cash,Transaction 93330,777.66,777.66,Revenue,Transfer,Customer 86,Cash,55195
17-Jan-23,Cash,Transaction 93331,786.7,786.7,Liability,Transfer,Customer 54,Cash,33005
11-Apr-23,Inventory,Transaction 93332,251.27,251.27,Liability,Transfer,Customer 85,Check,93130
04-Nov-23,Accounts Receivable,Transaction 93333,381.68,381.68,Revenue,Purchase,Customer 23,Credit Card,95503
18-Jul-23,Inventory,Transaction 93334,385.96,385.96,Liability,Sale,Customer 72,Check,25903
03-Jul-23,Inventory,Transaction 93335,325.83,325.83,Expense,Expense,Customer 45,Check,51637
26-May-23,Accounts Receivable,Transaction 93336,323.82,323.82,Revenue,Expense,Customer 68,Cash,39148
15-Jul-23,Accounts Receivable,Transaction 93337,898.04,898.04,Revenue,Expense,Customer 2,Check,28705
27-Oct-23,Cash,Transaction 93338,839.91,839.91,Liability,Expense,Customer 21,Cash,66011
27-Nov-23,Accounts Payable,Transaction 93339,355.4,355.4,Liability,Expense,Customer 7,Check,61617
08-May-23,Cash,Transaction 93340,679.61,679.61,Expense,Purchase,Customer 98,Cash,92141
04-Jan-23,Cash,Transaction 93341,848.67,848.67,Asset,Sale,Customer 68,Credit Card,69804
23-Oct-23,Accounts Payable,Transaction 93342,435.66,435.66,Expense,Sale,Customer 63,Bank Transfer,50731
26-Jun-23,Accounts Receivable,Transaction 93343,357.16,357.16,Liability,Expense,Customer 69,Check,27231
08-Oct-23,Accounts Receivable,Transaction 93344,829.67,829.67,Expense,Purchase,Customer 9,Credit Card,58993
02-Sep-23,Cash,Transaction 93345,497.72,497.72,Asset,Sale,Customer 56,Credit Card,15813
21-Apr-23,Inventory,Transaction 93346,692.05,692.05,Asset,Expense,Customer 85,Bank Transfer,67104
08-Feb-23,Inventory,Transaction 93347,697.44,697.44,Asset,Sale,Customer 95,Check,32243
09-Jan-23,Accounts Payable,Transaction 93348,681.65,681.65,Revenue,Sale,Customer 41,Check,70402
01-Oct-23,Accounts Receivable,Transaction 93349,992.68,992.68,Asset,Sale,Customer 65,Bank Transfer,86581
14-Apr-23,Accounts Receivable,Transaction 93350,309.47,309.47,Liability,Transfer,Customer 2,Bank Transfer,10660
23-Jun-23,Inventory,Transaction 93351,379.87,379.87,Expense,Transfer,Customer 19,Credit Card,70453
14-Feb-23,Cash,Transaction 93352,443.88,443.88,Liability,Purchase,Customer 81,Credit Card,53196
06-Sep-23,Accounts Receivable,Transaction 93353,958.94,958.94,Liability,Expense,Customer 48,Bank Transfer,50227
25-Oct-23,Cash,Transaction 93354,491.09,491.09,Asset,Expense,Customer 4,Cash,74896
17-May-23,Accounts Payable,Transaction 93355,318.06,318.06,Revenue,Purchase,Customer 62,Credit Card,31433
14-Dec-23,Accounts Payable,Transaction 93356,632.47,632.47,Liability,Expense,Customer 70,Credit Card,78581
03-Jan-23,Accounts Receivable,Transaction 93357,966.71,966.71,Liability,Expense,Customer 50,Cash,21558
07-Oct-23,Accounts Payable,Transaction 93358,649.42,649.42,Revenue,Purchase,Customer 43,Bank Transfer,89891
04-Apr-23,Accounts Payable,Transaction 93359,660.88,660.88,Revenue,Purchase,Customer 85,Check,33060
16-Jul-23,Accounts Receivable,Transaction 93360,106.39,106.39,Asset,Sale,Customer 25,Cash,48788
25-Feb-23,Cash,Transaction 93361,503.12,503.12,Liability,Sale,Customer 87,Credit Card,37007
17-Aug-23,Accounts Receivable,Transaction 93362,742.48,742.48,Asset,Transfer,Customer 35,Cash,53502
24-Jul-23,Accounts Receivable,Transaction 93363,588.94,588.94,Revenue,Purchase,Customer 36,Check,48730
25-Nov-23,Accounts Receivable,Transaction 93364,206.89,206.89,Expense,Transfer,Customer 85,Cash,43641
02-Apr-23,Cash,Transaction 93365,185.12,185.12,Liability,Purchase,Customer 42,Credit Card,62269
01-Nov-23,Inventory,Transaction 93366,437.3,437.3,Liability,Expense,Customer 70,Bank Transfer,89151
18-Sep-23,Inventory,Transaction 93367,376.91,376.91,Revenue,Sale,Customer 19,Cash,38290
26-Dec-23,Cash,Transaction 93368,972.5,972.5,Expense,Purchase,Customer 69,Bank Transfer,11248
06-Jun-23,Accounts Payable,Transaction 93369,612.02,612.02,Asset,Sale,Customer 91,Credit Card,90768
21-Jun-23,Inventory,Transaction 93370,703.56,703.56,Expense,Transfer,Customer 26,Credit Card,96865
11-Jun-23,Accounts Receivable,Transaction 93371,128.94,128.94,Liability,Sale,Customer 47,Bank Transfer,69935
01-Oct-23,Inventory,Transaction 93372,681.66,681.66,Revenue,Expense,Customer 17,Credit Card,77845
13-Jun-23,Inventory,Transaction 93373,300.81,300.81,Liability,Purchase,Customer 8,Check,77442
16-Oct-23,Accounts Receivable,Transaction 93374,723.1,723.1,Asset,Transfer,Customer 55,Check,90253
17-Jul-23,Accounts Payable,Transaction 93375,360.51,360.51,Asset,Sale,Customer 7,Bank Transfer,73944
21-Oct-23,Cash,Transaction 93376,518.96,518.96,Liability,Expense,Customer 50,Check,30638
26-Aug-23,Cash,Transaction 93377,719.16,719.16,Expense,Transfer,Customer 26,Check,44227
06-Sep-23,Accounts Receivable,Transaction 93378,414.11,414.11,Expense,Purchase,Customer 23,Credit Card,68680
08-Jan-23,Inventory,Transaction 93379,343.3,343.3,Asset,Sale,Customer 19,Check,25312
22-May-23,Accounts Receivable,Transaction 93380,896.12,896.12,Liability,Expense,Customer 58,Cash,69253
17-Oct-23,Accounts Receivable,Transaction 93381,643.97,643.97,Expense,Purchase,Customer 64,Cash,13418
13-Jun-23,Cash,Transaction 93382,764.63,764.63,Expense,Sale,Customer 55,Cash,57069
16-Nov-23,Inventory,Transaction 93383,200.35,200.35,Expense,Purchase,Customer 38,Credit Card,88102
01-Nov-23,Inventory,Transaction 93384,958.3,958.3,Liability,Expense,Customer 65,Cash,69213
25-Sep-23,Cash,Transaction 93385,338.83,338.83,Asset,Sale,Customer 21,Cash,83151
05-Feb-23,Accounts Payable,Transaction 93386,608.31,608.31,Asset,Sale,Customer 66,Check,54605
24-May-23,Accounts Payable,Transaction 93387,727.2,727.2,Asset,Purchase,Customer 58,Credit Card,55236
17-Aug-23,Accounts Receivable,Transaction 93388,295.52,295.52,Liability,Sale,Customer 48,Cash,35109
02-Dec-23,Inventory,Transaction 93389,361.04,361.04,Expense,Purchase,Customer 94,Bank Transfer,77627
27-Feb-23,Accounts Payable,Transaction 93390,701.06,701.06,Liability,Expense,Customer 59,Check,42514
10-Mar-23,Accounts Payable,Transaction 93391,477.76,477.76,Revenue,Transfer,Customer 51,Credit Card,71932
12-Sep-23,Inventory,Transaction 93392,659.92,659.92,Revenue,Transfer,Customer 10,Check,44960
22-Jan-23,Inventory,Transaction 93393,596.14,596.14,Revenue,Transfer,Customer 98,Check,82974
12-Dec-23,Inventory,Transaction 93394,616.69,616.69,Expense,Sale,Customer 10,Bank Transfer,95788
11-Feb-23,Inventory,Transaction 93395,898.82,898.82,Liability,Expense,Customer 78,Cash,88496
05-Jun-23,Accounts Receivable,Transaction 93396,239.75,239.75,Revenue,Expense,Customer 14,Check,45932
25-Jul-23,Accounts Payable,Transaction 93397,374.66,374.66,Revenue,Sale,Customer 30,Credit Card,60579
12-Apr-23,Accounts Receivable,Transaction 93398,673.28,673.28,Liability,Purchase,Customer 2,Cash,25395
15-Oct-23,Cash,Transaction 93399,543.32,543.32,Revenue,Purchase,Customer 23,Credit Card,39773
04-Nov-23,Inventory,Transaction 93400,529.62,529.62,Asset,Expense,Customer 4,Bank Transfer,92893
19-Oct-23,Inventory,Transaction 93401,905.84,905.84,Revenue,Transfer,Customer 28,Credit Card,18423
20-Jun-23,Accounts Receivable,Transaction 93402,929.21,929.21,Revenue,Sale,Customer 16,Check,79295
16-Mar-23,Cash,Transaction 93403,709.9,709.9,Asset,Expense,Customer 22,Credit Card,48038
07-Dec-23,Cash,Transaction 93404,897.76,897.76,Liability,Transfer,Customer 62,Bank Transfer,35398
24-Nov-23,Accounts Payable,Transaction 93405,457.3,457.3,Liability,Expense,Customer 15,Cash,81104
03-Nov-23,Cash,Transaction 93406,910.07,910.07,Expense,Purchase,Customer 29,Check,22151
07-May-23,Accounts Receivable,Transaction 93407,951.68,951.68,Revenue,Purchase,Customer 61,Cash,46315
13-May-23,Accounts Receivable,Transaction 93408,365.2,365.2,Revenue,Sale,Customer 14,Credit Card,71590
20-May-23,Accounts Receivable,Transaction 93409,778.95,778.95,Expense,Expense,Customer 39,Check,13415
18-Sep-23,Accounts Payable,Transaction 93410,913.08,913.08,Liability,Sale,Customer 26,Credit Card,75070
22-Dec-23,Inventory,Transaction 93411,509.72,509.72,Liability,Sale,Customer 44,Check,77537
12-Nov-23,Cash,Transaction 93412,798.18,798.18,Liability,Transfer,Customer 14,Check,76424
19-Oct-23,Accounts Receivable,Transaction 93413,538.46,538.46,Liability,Sale,Customer 30,Credit Card,87433
27-Nov-23,Inventory,Transaction 93414,642.72,642.72,Liability,Expense,Customer 94,Credit Card,70805
16-Sep-23,Accounts Receivable,Transaction 93415,542.62,542.62,Revenue,Transfer,Customer 85,Check,81727
15-May-23,Inventory,Transaction 93416,926.03,926.03,Expense,Sale,Customer 92,Credit Card,97425
22-Feb-23,Cash,Transaction 93417,981.89,981.89,Liability,Expense,Customer 23,Cash,37618
17-Sep-23,Accounts Payable,Transaction 93418,565.28,565.28,Expense,Purchase,Customer 31,Cash,89792
11-Aug-23,Cash,Transaction 93419,410.61,410.61,Expense,Transfer,Customer 45,Bank Transfer,87180
02-Dec-23,Accounts Receivable,Transaction 93420,794.69,794.69,Asset,Expense,Customer 59,Credit Card,52374
24-Oct-23,Accounts Payable,Transaction 93421,939.2,939.2,Liability,Purchase,Customer 56,Cash,51853
19-Sep-23,Cash,Transaction 93422,319.08,319.08,Asset,Expense,Customer 40,Check,89555
24-Aug-23,Accounts Payable,Transaction 93423,178.8,178.8,Asset,Transfer,Customer 30,Bank Transfer,77620
02-May-23,Accounts Payable,Transaction 93424,657.52,657.52,Revenue,Transfer,Customer 33,Credit Card,14344
11-Aug-23,Inventory,Transaction 93425,710.07,710.07,Liability,Purchase,Customer 20,Credit Card,29348
11-Mar-23,Inventory,Transaction 93426,862.28,862.28,Revenue,Expense,Customer 37,Bank Transfer,47634
01-May-23,Cash,Transaction 93427,941.44,941.44,Revenue,Transfer,Customer 48,Cash,19925
13-Sep-23,Accounts Receivable,Transaction 93428,465.22,465.22,Asset,Sale,Customer 10,Credit Card,29911
24-Aug-23,Accounts Receivable,Transaction 93429,820.73,820.73,Liability,Sale,Customer 59,Check,15241
25-Jul-23,Inventory,Transaction 93430,566.34,566.34,Revenue,Purchase,Customer 16,Bank Transfer,31343
12-Oct-23,Cash,Transaction 93431,885.15,885.15,Expense,Purchase,Customer 57,Check,92219
06-Jun-23,Accounts Receivable,Transaction 93432,683.88,683.88,Asset,Expense,Customer 26,Check,56529
04-Dec-23,Inventory,Transaction 93433,602.14,602.14,Expense,Sale,Customer 74,Bank Transfer,14254
04-May-23,Accounts Payable,Transaction 93434,374.82,374.82,Revenue,Transfer,Customer 57,Bank Transfer,75243
22-Nov-23,Accounts Receivable,Transaction 93435,820.65,820.65,Expense,Sale,Customer 46,Check,69862
28-Jul-23,Cash,Transaction 93436,961.95,961.95,Liability,Sale,Customer 10,Bank Transfer,42788
17-Apr-23,Accounts Receivable,Transaction 93437,761.73,761.73,Revenue,Transfer,Customer 62,Bank Transfer,60345
17-Oct-23,Accounts Receivable,Transaction 93438,827.82,827.82,Revenue,Expense,Customer 40,Cash,56253
15-Dec-23,Cash,Transaction 93439,802.39,802.39,Expense,Transfer,Customer 9,Check,66476
26-Jan-23,Cash,Transaction 93440,182.89,182.89,Revenue,Expense,Customer 63,Check,37035
10-Feb-23,Accounts Payable,Transaction 93441,657.52,657.52,Revenue,Expense,Customer 11,Credit Card,62917
12-Sep-23,Inventory,Transaction 93442,832.5,832.5,Liability,Purchase,Customer 80,Cash,51479
22-Dec-23,Cash,Transaction 93443,453.7,453.7,Liability,Purchase,Customer 36,Credit Card,72842
13-Sep-23,Accounts Payable,Transaction 93444,102.2,102.2,Expense,Sale,Customer 80,Cash,65682
11-Nov-23,Accounts Payable,Transaction 93445,835.63,835.63,Revenue,Transfer,Customer 97,Cash,51090
24-Sep-23,Accounts Receivable,Transaction 93446,916.23,916.23,Expense,Purchase,Customer 58,Check,25779
17-Apr-23,Accounts Receivable,Transaction 93447,96.97,96.97,Liability,Transfer,Customer 93,Bank Transfer,46330
19-Sep-23,Accounts Receivable,Transaction 93448,829.26,829.26,Revenue,Purchase,Customer 68,Check,33498
07-Nov-23,Inventory,Transaction 93449,746.11,746.11,Revenue,Transfer,Customer 99,Bank Transfer,49856
04-Jun-23,Accounts Payable,Transaction 93450,629.67,629.67,Expense,Purchase,Customer 35,Check,17023
24-Jun-23,Accounts Payable,Transaction 93451,953.93,953.93,Expense,Transfer,Customer 28,Check,64316
26-Jun-23,Accounts Receivable,Transaction 93452,95.29,95.29,Liability,Transfer,Customer 92,Cash,80850
07-Oct-23,Inventory,Transaction 93453,540.17,540.17,Expense,Purchase,Customer 40,Check,26700
19-Feb-23,Inventory,Transaction 93454,277.95,277.95,Liability,Expense,Customer 44,Check,23278
22-Aug-23,Accounts Receivable,Transaction 93455,330.68,330.68,Expense,Expense,Customer 94,Check,80581
26-Feb-23,Accounts Payable,Transaction 93456,118.93,118.93,Revenue,Sale,Customer 23,Credit Card,40038
08-Apr-23,Accounts Receivable,Transaction 93457,217.46,217.46,Asset,Purchase,Customer 79,Check,73071
26-Apr-23,Inventory,Transaction 93458,414.74,414.74,Asset,Expense,Customer 56,Cash,64094
26-Nov-23,Accounts Receivable,Transaction 93459,518.76,518.76,Expense,Sale,Customer 7,Check,19147
25-Sep-23,Inventory,Transaction 93460,618.61,618.61,Revenue,Sale,Customer 34,Cash,38016
14-Jul-23,Inventory,Transaction 93461,843.38,843.38,Revenue,Expense,Customer 98,Bank Transfer,74853
11-Mar-23,Inventory,Transaction 93462,314.96,314.96,Revenue,Purchase,Customer 62,Bank Transfer,31117
03-Mar-23,Accounts Receivable,Transaction 93463,838.14,838.14,Asset,Purchase,Customer 2,Credit Card,26632
04-Feb-23,Accounts Payable,Transaction 93464,362.13,362.13,Expense,Transfer,Customer 4,Bank Transfer,23599
11-Dec-23,Inventory,Transaction 93465,929.05,929.05,Revenue,Purchase,Customer 2,Credit Card,78728
07-Aug-23,Accounts Payable,Transaction 93466,505.85,505.85,Asset,Purchase,Customer 92,Bank Transfer,44432
21-Dec-23,Inventory,Transaction 93467,971.83,971.83,Revenue,Expense,Customer 34,Credit Card,12421
20-Jun-23,Accounts Receivable,Transaction 93468,565.07,565.07,Expense,Purchase,Customer 30,Check,56836
23-Mar-23,Cash,Transaction 93469,315.02,315.02,Liability,Purchase,Customer 54,Credit Card,98080
19-Aug-23,Accounts Receivable,Transaction 93470,874.29,874.29,Liability,Transfer,Customer 90,Credit Card,84881
02-Aug-23,Cash,Transaction 93471,331.57,331.57,Liability,Purchase,Customer 97,Check,71050
25-Jan-23,Accounts Receivable,Transaction 93472,542.55,542.55,Revenue,Expense,Customer 70,Check,32298
27-Dec-23,Accounts Receivable,Transaction 93473,799.59,799.59,Expense,Sale,Customer 87,Bank Transfer,39113
16-Sep-23,Accounts Receivable,Transaction 93474,218.43,218.43,Liability,Purchase,Customer 65,Bank Transfer,64615
20-Jan-23,Accounts Payable,Transaction 93475,756.95,756.95,Asset,Expense,Customer 29,Bank Transfer,94769
13-Aug-23,Accounts Receivable,Transaction 93476,952.83,952.83,Liability,Sale,Customer 7,Credit Card,86836
26-Oct-23,Accounts Receivable,Transaction 93477,655.16,655.16,Expense,Purchase,Customer 65,Check,83835
18-Feb-23,Accounts Receivable,Transaction 93478,878.33,878.33,Asset,Sale,Customer 81,Bank Transfer,66238
04-Mar-23,Accounts Receivable,Transaction 93479,742.2,742.2,Revenue,Expense,Customer 66,Credit Card,37285
13-Dec-23,Cash,Transaction 93480,994.97,994.97,Liability,Transfer,Customer 94,Check,12871
17-Jul-23,Accounts Receivable,Transaction 93481,594.8,594.8,Expense,Transfer,Customer 34,Check,96576
18-Jun-23,Cash,Transaction 93482,843.57,843.57,Liability,Expense,Customer 97,Bank Transfer,36831
03-Feb-23,Cash,Transaction 93483,968.18,968.18,Expense,Purchase,Customer 84,Check,79209
27-Sep-23,Inventory,Transaction 93484,293.56,293.56,Asset,Purchase,Customer 54,Credit Card,78725
23-Jun-23,Accounts Receivable,Transaction 93485,990.36,990.36,Revenue,Transfer,Customer 58,Check,41440
01-Jun-23,Cash,Transaction 93486,979.81,979.81,Asset,Expense,Customer 19,Check,64141
27-May-23,Accounts Payable,Transaction 93487,853.97,853.97,Asset,Expense,Customer 13,Bank Transfer,95945
20-Jun-23,Cash,Transaction 93488,283.18,283.18,Revenue,Sale,Customer 59,Cash,13021
08-May-23,Inventory,Transaction 93489,738.74,738.74,Asset,Purchase,Customer 58,Credit Card,84099
20-Jan-23,Accounts Payable,Transaction 93490,827.94,827.94,Asset,Sale,Customer 79,Bank Transfer,92044
24-Sep-23,Accounts Receivable,Transaction 93491,928.32,928.32,Asset,Purchase,Customer 24,Cash,76445
08-Jan-23,Inventory,Transaction 93492,794.87,794.87,Revenue,Sale,Customer 93,Check,87008
03-Jan-23,Accounts Payable,Transaction 93493,805.26,805.26,Asset,Purchase,Customer 39,Credit Card,76007
07-May-23,Cash,Transaction 93494,467.31,467.31,Expense,Expense,Customer 25,Credit Card,29071
12-Mar-23,Accounts Receivable,Transaction 93495,260.43,260.43,Expense,Purchase,Customer 46,Check,58900
02-Jan-23,Inventory,Transaction 93496,367.85,367.85,Expense,Sale,Customer 25,Cash,84208
10-Jun-23,Cash,Transaction 93497,841.18,841.18,Liability,Transfer,Customer 77,Bank Transfer,17896
21-Oct-23,Accounts Payable,Transaction 93498,708.21,708.21,Asset,Sale,Customer 12,Cash,26093
12-Mar-23,Accounts Receivable,Transaction 93499,374.54,374.54,Asset,Transfer,Customer 87,Bank Transfer,26156
11-Dec-23,Cash,Transaction 93500,677.37,677.37,Revenue,Expense,Customer 9,Check,90289
06-Nov-23,Accounts Payable,Transaction 93501,176.17,176.17,Liability,Expense,Customer 4,Cash,30285
12-Jun-23,Accounts Receivable,Transaction 93502,708.86,708.86,Revenue,Purchase,Customer 71,Bank Transfer,38611
11-Mar-23,Cash,Transaction 93503,958.04,958.04,Expense,Expense,Customer 42,Cash,73669
17-Mar-23,Cash,Transaction 93504,811.55,811.55,Expense,Expense,Customer 58,Credit Card,69244
07-May-23,Inventory,Transaction 93505,986.18,986.18,Expense,Transfer,Customer 90,Cash,45968
17-Sep-23,Accounts Receivable,Transaction 93506,968.89,968.89,Revenue,Expense,Customer 55,Cash,86119
05-Aug-23,Accounts Receivable,Transaction 93507,427.55,427.55,Expense,Purchase,Customer 30,Bank Transfer,81946
27-May-23,Accounts Payable,Transaction 93508,887.47,887.47,Liability,Transfer,Customer 82,Bank Transfer,88065
28-Nov-23,Accounts Receivable,Transaction 93509,844.85,844.85,Asset,Sale,Customer 79,Check,58639
20-Aug-23,Accounts Payable,Transaction 93510,393.24,393.24,Revenue,Transfer,Customer 68,Bank Transfer,39194
